0.25,0.75,0.25,0.25,0.25,0.75,0.25,0.25,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.125,0.375,0.125,0.625,0.125,0.375,0.125,0.625,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.0625,0.1875,0.0625,0.8125,0.0625,0.1875,0.0625,0.8125,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.53125,0.09375,0.03125,0.40625,0.53125,0.09375,0.03125,0.40625,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.765625,0.046875,0.015625,0.203125,0.765625,0.046875,0.015625,0.203125,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.3828125,0.0234375,0.0078125,0.6015625,0.3828125,0.0234375,0.0078125,0.6015625,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.69140625,0.01171875,0.00390625,0.30078125,0.69140625,0.01171875,0.00390625,0.30078125,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.845703125,0.005859375,0.001953125,0.150390625,0.845703125,0.005859375,0.001953125,0.150390625,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.422851563,0.002929688,0.000976563,0.575195313,0.422851563,0.002929688,0.000976563,0.575195313,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.711425781,0.001464844,0.000488281,0.287597656,0.711425781,0.001464844,0.000488281,0.287597656,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.855712891,0.000732422,0.000244141,0.143798828,0.855712891,0.000732422,0.000244141,0.143798828,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.927856445,0.000366211,0.00012207,0.071899414,0.927856445,0.000366211,0.00012207,0.071899414,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.463928223,0.000183105,6.10352E-05,0.535949707,0.463928223,0.000183105,6.10352E-05,0.535949707,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.231964111,9.15527E-05,3.05176E-05,0.767974854,0.231964111,9.15527E-05,3.05176E-05,0.767974854,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.615982056,4.57764E-05,1.52588E-05,0.383987427,0.615982056,4.57764E-05,1.52588E-05,0.383987427,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.807991028,2.28882E-05,7.62939E-06,0.191993713,0.807991028,2.28882E-05,7.62939E-06,0.191993713,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.903995514,1.14441E-05,3.8147E-06,0.095996857,0.903995514,1.14441E-05,3.8147E-06,0.095996857,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.951997757,5.72205E-06,1.90735E-06,0.047998428,0.951997757,5.72205E-06,1.90735E-06,0.047998428,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.475998878,0.500002861,9.54E-07,0.023999214,0.475998878,0.500002861,9.54E-07,0.023999214,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.737999439,0.250001431,4.77E-07,0.011999607,0.737999439,0.250001431,4.77E-07,0.011999607,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.36899972,0.125000715,2.38E-07,0.505999804,0.36899972,0.125000715,2.38E-07,0.505999804,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.18449986,0.562500358,1.19E-07,0.252999902,0.18449986,0.562500358,1.19E-07,0.252999902,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.09224993,0.281250179,5.96E-08,0.626499951,0.09224993,0.281250179,5.96E-08,0.626499951,#VALUE!,#VALUE!,#VALUE!,#VALUE!
0.046124965,0.140625089,2.98E-08,0.813249975,0.046124965,0.140625089,2.98E-08,0.813249975,#VALUE!,#VALUE!,#VALUE!,#VALUE!
